title,score,synopsis,Action,Adventure,Animation,Avant Garde,Award Winning,Biography,Boys Love,Comedy,Crime,Documentary,Drama,Ecchi,Family,Fantasy,Game-Show,Girls Love,Gourmet,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Slice of Life,Sport,Sports,Supernatural,Suspense,Talk-Show,Thriller,War,Western
My Girlfriend Is an Alien,8.3,"intergalactic romance follows alien girl stuck planet Earth . crosses paths overbearing CEO gets amnesia forgets opposite sex whenever rains . Hailing planet Cape Town , Chai Xiaoqi finds held Earth accidentally losing homing device . ordinary alien , coquettish master chasing guys . inhales men 's hormones , becomes rug releases deepest inhibitions puts state mind total fangirl . order survive among humans , Chai Xiaoqi relies supernatural abilities get trouble time . Meanwhile , Fang Leng overbearing CEO suffers heterosexual amnesia . Whenever rains causes forget women around rainy days . unusual circumstances Chai Xiaoqi Fang Leng ultimately lead romance full laughs .",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Biography,7.7,"First hosted veteran actor Peter Graves , later Jack Perkins , popular Arts Entertainment Network series profiled lives notable figures history entertainment , sports , arts , science , politics warfare . show notable in-depth research , often provides viewers little-known information well-known people .",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K-On!,7.8,"K-ON 5 high school girls become friends Light Music Club . Yui lead guitarist , Tsumugi keyboardist , Mio bassist , Azusa rhythm guitarist , Ritsu drummer . K-ON story 5 aspiring musicians journey high school together .",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That Mitchell and Webb Look,8.0,comedy sketch show featuring David Mitchell Robert Webb .,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Sport,7.3,"Follows six stories sports crime , told athletes , coaches law enforcement officials .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Beats!,7.6,Rebellious teens fight armed combat one dispassionate girl 's supernatural powers afterlife high school .,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ailiseu,7.7,"National Security Service ( NSS ) secret South Korean black ops agency takes secret terrorist organization , called IRIS .",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Gates,7.1,"metropolitan police officer becomes chief police gated suburban neighborhood vampires , werewolves , witches , supernatural entities reside .",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mezarlik,7.8,"Azap , mentally handicapped graveyard , loses wife daughter , mentally disabled . time time learns family victimized murder . Azap takes action get wife child 's revenge .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugar Rush,7.7,"15-year-old Kim moved Brighton developed earth-shattering , hormone-surging crush new best friend , Sugar .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jeremiah,7.0,"post-apocalyptic future , deadly virus wiped humanity . ones survived , n't yet reached puberty . , decade gone , man called Jeremiah set quest find mysterious place , father spoke , place called Valhalla .",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Prince Caspian and the Voyage of the Dawn Treader,7.0,"Young Prince Caspian Narnia wonders dreams old days Narnia animals talked , mythical creatures four rulers Caer Paravel . uncle aunt n't like hear thinking things , plan murder take throne . Caspian 's tutor , Dr. Cornelius manages save , teach old ways , bring real Narnia introduce real Narnia . Caspian 's plight desperate , must use legendary horn call help another world : Peter , Susan , Edmund , Lucy .",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The InBetween,7.0,mysterious young woman reluctantly uses gift talking dead help veteran LAPD detective damaged ex-FBI outsider solve unnerving challenging cases city encounters .,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boomtown,8.1,"episode series , set present day Los Angeles , examines one crime many different viewpoints - uniformed cops , detectives , witnesses , media , fire department rescue squad , even criminals .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Chef America: The Series,7.1,Americanized version original Japanese TV series culinary competition set TV studio one chef competes others opportunity eventually receive title Iron Chef direct reference best every area culinary fields . number chefs actually make claim far one another .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Muñeca brava,7.3,"`` Solitude '' name big mansion owned Di Carlos . 's also solitude lies behind doors walls , cold dining room family gathers dinner , along silent corridors , mainly old mistress 's bedroom , weak footsteps heard dawn . Federico Di Carlo Luisa Rapallo 's marriage basically aimed two purposes : enabled Federico keep economical social leadership family going bankrupt save Luisa 's honor . characters carry shoulders heavy burden secret ; secret binds ... confronts . convent , Milagros keeps joyfully playing mischievous pranks . Mother Superior would say `` Milagros essentially roguish . looks like boy mad soccer '' . priest parish , well known supporter Boca Juniors Football Club , called `` Cholo '' , famous Argentine player 60 's . Milagros shows sports knack although many times may clumsily kick opponent 's leg scoring goal . Milagros also loves dancing often runs away convent enjoy popular balls town together one mates . Dancing like paradise ; dances laughs , laughs dances . 's meets Ivo , young man find difficult associate cheerful beautiful young woman Cholo , girl disguised boy sell cold sodas soccer fields stamps streets . Ivo father construction company . One Saturday morning , friend Bobby head nearby soccer field watch game . Ivo feels thirsty approaches boy 's selling sodas . Needless say alleged boy Cholo . `` Give one , please ... much ? '' . `` One buck ... '' , answers Mili . Ivo takes paper glass replies `` Thanks , Cholo .. '' . Mili gets upset splashes content glass right face . `` Cholo , balls ! '' answers girl back , runs away . Ivo completely baffled . , Ivo Milagros begin live amazing enticing love story . Milagros arrives mansion lives get entangled series agreements disagreements , stolen kisses disappointments , love story different one though since Cholo usual type girl Ivo used dealing . Milagros discover loves stolen kisses eventually fall love . pay dear discovery rest coming events . also discover orphan father close , far closer expected .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Young Doctor's Notebook & Other Stories,7.8,"early 20th century , young doctor arrives small Russian village around time Russian Revolution work local hospital .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attack on Titan: Junior High,7.1,"story follows Eren Yeager Mikasa Ackerman entering Titan Junior High , school humans Titans study area coexistence . `` traumatic '' event , Colossal Titan ate lunch back middle school , Eren hates Titans , constantly trying find way rid earth kind . , hard time making friends , much Mikasa 's worry .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man and His Amazing Friends,7.2,"series , Spider-Man forms close friendship alliance two superheroes , Iceman Firestar . Together , group , informally known `` Spider Friends '' , battle crime New York City . Along way , face Spider-Man 's enemies , also major Marvel Comics villians like Red Skull Doctor Doom also meeting heroes Marvel Universe .",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Addams Family,7.0,Addams Family steps Charles Addams ' cartoons . live trappings macabre ( including detached hand servant ) quite wealthy . Added mix crooked accountant loan shark plot slip shark 's son family long-lost Uncle Fester . false Fester find way vault discovered ?,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Catherine Tate Show,7.2,Sketches Catherine Tate comedy troupe .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stranger Things: Spotlight,8.8,Good fiction story . science lover watch web series netflix .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nichijou,8.3,"Yuko Mio normal schoolgirls lead ordinary lives cope day-to-day matters . friends , however , normal : Mio 's crush Kojiro brings goat butler school even though parents farmers ; Kojiro constantly attacked female classmate Misato , also love ; Mai quiet friend inveterate prankster ; child genius known Professor , built parental guardian , schoolgirl Nano . Added zany mix talking cat Sakamoto , nervous teacher Izumi Sakurai deer-wrestling Principal Shinonome . spite insanity around girls still manage lead regular affairs work play sanity , 's part life .",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twenty Twelve,7.7,team responsible organizing 2012 Olympics London faces many challenges .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Color of Friendship,7.2,"Mahree Bok lives farm South Africa . father policeman hide joy activist Steve Biko caught South African authorities . Piper Dellums daughter US congressman California lives nice home Washington DC . Mahree chosen spend semester Dellums ' house , n't expect host family would black . hosts suspect black South African .",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huff,7.9,"Psychiatrist Craig Huffstodt good therapist middle-aged family man . However family 's private lives full crazy stuff every sense , including mentally incurable uncle Teddy , however fascinates Craig 's adolescent son Byrd .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Hell,7.1,"decade running restaurants world 's top hotels , Gordon Ramsay knows firsthand crucial importance surpassing guests ' highest expectations . new series Ramsay travel across country fix horrid hotels , awful inns plain bad bed breakfasts . come grips problems , Ramsay endure hotels worst , filthy bedrooms mold-ridden bathrooms dreadful room service incompetent staff , n't . uncovered issues , Ramsay put hotel owners employees work attempts turn around failing establishments . reputations line , one thing certain : ca n't meet Ramsay 's high standards , never check Hotel Hell .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man,7.3,"Based Marvel Comics ' superhero character , story Peter Parker nerdy high-schooler . orphaned child , bullied jocks , ca n't confess crush stunning neighborhood girl Mary Jane Watson . say life `` miserable '' understatement . one day excursion laboratory runaway radioactive spider bites ... life changes way one could imagined . Peter acquires muscle-bound physique , clear vision , ability cling surfaces crawl walls , shooting webs wrist ... fun n't going last . eccentric millionaire Norman Osborn administers performance enhancing drug maniacal alter ego Green Goblin emerges . Peter Parker become Spider-Man take Green Goblin task ... else Goblin kill . come face face war begins one survive end .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men of a Certain Age,8.0,group college buddies throes middle age keep friendship going long 've graduated .,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rotten,7.2,"Rotten dives deep food production underworld expose corruption , waste real dangers behind everyday eating habits .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Doe,7.8,"John Doe intelligent adventure series , named main character , albeit name : 'John Doe ' called thus nobody knows name man literally fell sky , naked , sea near obscure island . Cambodian fishermen save , soon becomes clear memory paradoxical state : total amnesia concerning past , even real name , factual knowledge stored brain even Google computer banks every possible subject , memorized Library Congress , one rarely needs read anything 's around . also intelligent inquisitive enough understand use much knowledge , keeps rolling kinds weird mysteries , teaming various characters , must first convinced 's legit , police detectives Frank Hayes Jamie Avery , gets frustrated finding story elusive , probably linked secret experiment .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Los hombres de Paco,7.0,Follows police officer Francisco `` Paco '' Miranda men funny cases .,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akudama Drive,7.3,"Long ago , war broke Japan pitted Kantou Kansai divided country . Kansai became dependent Kantou , slowly police government began losing control Kansai criminals known Akudama .",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dag,8.3,"nerve-racking events cold winter 's day , seen two different perspectives . odd episodes tell story team police negotiators special forces respond hostage crisis small bank branch . even episodes tell exactly events , eyes criminals inside victims .",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gathering Storm,7.4,"1930s , Winston Churchill government , sitting backbench MP . lonely voice warning German rearmament coming second major war Continent . lost great deal money Wall Street crash writes - biography ancestor Duke Marlborough , newspaper column - 's means support . close-knit group supporter least wife Clemmie , loves dearly . continues press concerns Hitler , cast warmonger frequently shouted Parliament members sides aisle . reliable information Foreign Office civil servant feels government accurately reporting rearmament , provides accurate figures Parliament tide begins turn . onset World War II September 1939 , Churchill returns government First Lord Admiralty .",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Carlin's American Dream,8.3,"Interviews George Carlin 's family friends , material stand-up specials footage personal archive .",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So You Think You Can Dance,7.0,"Dancers skilled everything ballroom ballet salsa , jive , hip-hop krumping , compete named best . Dancers must impress judges moves rigorous routines order survive auditions invited Hollywood . Producers traveled Chicago , New York Los Angeles search dancers represent soul rhythm America . dancers wow judges , others leave speechless . See struts producers ' hearts trips series premiere . fortunate 50 dancers survive auditions go Hollywood work five top choreographers business : Alex Da Silva , Brian Friedman , Dan Karaty , Mia Michaels Mary Murphy . `` Hollywood Week , '' semifinalists dance hearts , learn challenging routines hope impress choreographers .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Timon & Pumbaa,7.0,"theater premiere Timon Athens ends rapturous applause audience , Boris , lead actor ( Boris Buzancic ) , congratulated played role lifetime . Encouraged sense worth , starts romantic affair prompter , spurring gossip theater . ensemble embarks tour , performances achieve success , Boris becoming less liked among colleagues , begins experience fate character playing .",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheese in the Trap,7.3,"drama series shows delicate relationship female university student Hong Seol ( Kim Go-Eun ) senior Yoo Jung ( Park Hae-Jin ) . Hong-Seol works part-time job since household poor . Yoo Jung perfect good academics athletics plus kind . However , also seems dark side people holding grudges ...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scum,7.7,uncompromising story life British juvenile offender institution 70 's .,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MASK,7.3,"Rusty Dennis ( Cher ) mother Rocky ( Eric Stoltz ) , seriously deformed , extremely intelligent emotionally warm teenager . Rusty no-nonsense mother whose wild lifestyle often odds tenderness protectiveness towards Rocky . determined Rocky given chances happiness everyone else takes granted .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trust Me,7.0,"struggling agent child actors former child star , Howard Holloway spends years losing talented clients slick , arch-nemesis Aldo Shocklee . day Howard encounters brilliant unsigned 13 year-old Lydia brink securing lead new Twilight-style franchise . Howard tries desperately close deal lifetime make precocious young client star managing drunk , volatile father , Aldo 's relentless poaching attempts , hostile machinations project 's casting director mega producer , despise . closer gets achieving Hollywood score chased life , complications appear .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
